concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
35220025	Driver of three-wheeled motor vehicle injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V36.0xxD	2007-01-01	2010-12-31	D
35221191	Unspecified occupant of bus injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela	Condition	ICD10CM	7-char billing code		V72.3xxS	2007-01-01	2010-12-31	D
35219161	Pedestrian on roller-skates injured in collision with pedal cycle in traffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V01.11xD	2007-01-01	2010-12-31	D
35220042	Passenger in three-wheeled motor vehicle injured in collision with other nonmotor vehicle in traffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V36.6xxA	2007-01-01	2010-12-31	D
35219854	Motorcycle rider (driver) (passenger) injured in transport accident with military vehicle, subsequent encounter	Condition	ICD10CM	7-char billing code		V29.81xD	2007-01-01	2010-12-31	D
35218483	Toxic effect of carbon disulfide, accidental (unintentional), sequela	Condition	ICD10CM	7-char billing code		T65.4x1S	2007-01-01	2010-12-31	D
35216604	Poisoning by vitamins, undetermined, subsequent encounter	Condition	ICD10CM	7-char billing code		T45.2x4D	2007-01-01	2010-12-31	D
35211565	Abrasion of nose, initial encounter	Condition	ICD10CM	7-char billing code		S00.31xA	2007-01-01	2010-12-31	D
35221166	Person boarding or alighting from bus injured in collision with pedal cycle, subsequent encounter	Condition	ICD10CM	7-char billing code		V71.4xxD	2007-01-01	2010-12-31	D
35217427	Poisoning by appetite depressants, intentional self-harm, sequela	Condition	ICD10CM	7-char billing code		T50.5x2S	2007-01-01	2010-12-31	D
35216391	Adverse effect of unspecified psychotropic drug, subsequent encounter	Condition	ICD10CM	7-char billing code		T43.95xD	2007-01-01	2010-12-31	D
35219728	Unspecified motorcycle rider injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V24.9xxD	2007-01-01	2010-12-31	D
35219644	Unspecified motorcycle rider injured in collision with pedestrian or animal in traffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V20.9xxD	2007-01-01	2010-12-31	D
35213743	Crushing injury of right wrist, sequela	Condition	ICD10CM	7-char billing code		S67.31xS	2007-01-01	2010-12-31	D
35219837	Motorcycle driver injured in collision with unspecified motor vehicles in traffic accident, sequela	Condition	ICD10CM	7-char billing code		V29.40xS	2007-01-01	2010-12-31	D
35223851	Intentional self-harm by handgun discharge, initial encounter	Condition	ICD10CM	7-char billing code		X72.xxxA	2007-01-01	2010-12-31	D
35215098	Burns of other parts of right eye and adnexa, sequela	Condition	ICD10CM	7-char billing code		T26.31xS	2007-01-01	2010-12-31	D
35215899	Poisoning by heroin, assault, subsequent encounter	Condition	ICD10CM	7-char billing code		T40.1x3D	2007-01-01	2010-12-31	D
35222499	Unspecified aircraft accident injuring occupant, sequela	Condition	ICD10CM	7-char billing code		V95.9xxS	2007-01-01	2010-12-31	D
35215081	Burn of cornea and conjunctival sac, left eye, initial encounter	Condition	ICD10CM	7-char billing code		T26.12xA	2007-01-01	2010-12-31	D
35222036	Fall due to collision between sailboat and other watercraft or other object, subsequent encounter	Condition	ICD10CM	7-char billing code		V91.24xD	2007-01-01	2010-12-31	D
35216658	Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, subsequent encounter	Condition	ICD10CM	7-char billing code		T45.7x4D	2007-01-01	2010-12-31	D
35221091	Unspecified occupant of heavy transport vehicle injured in collision with unspecified motor vehicles in nontraffic accident, sequela	Condition	ICD10CM	7-char billing code		V69.20xS	2007-01-01	2010-12-31	D
35216638	Poisoning by iron and its compounds, assault, sequela	Condition	ICD10CM	7-char billing code		T45.4x3S	2007-01-01	2010-12-31	D
35219505	Pedal cycle driver injured in collision with railway train or railway vehicle in traffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V15.4xxA	2007-01-01	2010-12-31	D
35213676	Injury of median nerve at wrist and hand level of left arm, subsequent encounter	Condition	ICD10CM	7-char billing code		S64.12xD	2007-01-01	2010-12-31	D
35213876	Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Condition	ICD10CM	7-char billing code		S72.25xN	2007-01-01	2010-12-31	D
35216186	Poisoning by benzodiazepines, assault, initial encounter	Condition	ICD10CM	7-char billing code		T42.4x3A	2007-01-01	2010-12-31	D
35215822	Poisoning by antirheumatics, not elsewhere classified, accidental (unintentional), sequela	Condition	ICD10CM	7-char billing code		T39.4x1S	2007-01-01	2010-12-31	D
35216067	Adverse effect of local anesthetics, subsequent encounter	Condition	ICD10CM	7-char billing code		T41.3x5D	2007-01-01	2010-12-31	D
35213256	Unspecified injury of unspecified pelvic organ, sequela	Condition	ICD10CM	7-char billing code		S37.90xS	2007-01-01	2010-12-31	D
35215698	Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, intentional self-harm, subsequent encounter	Condition	ICD10CM	7-char billing code		T38.3x2D	2007-01-01	2010-12-31	D
35218172	Toxic effect of hydrogen sulfide, intentional self-harm, initial encounter	Condition	ICD10CM	7-char billing code		T59.6x2A	2007-01-01	2010-12-31	D
35217964	Toxic effect of unspecified metal, undetermined, sequela	Condition	ICD10CM	7-char billing code		T56.94xS	2007-01-01	2010-12-31	D
35215476	Underdosing of other systemic antibiotics, subsequent encounter	Condition	ICD10CM	7-char billing code		T36.8x6D	2007-01-01	2010-12-31	D
35212337	Unspecified superficial injury of unspecified part of neck, subsequent encounter	Condition	ICD10CM	7-char billing code		S10.90xD	2007-01-01	2010-12-31	D
35220964	Person on outside of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V64.7xxD	2007-01-01	2010-12-31	D
35214468	Injury of lateral plantar nerve, unspecified leg, subsequent encounter	Condition	ICD10CM	7-char billing code		S94.00xD	2007-01-01	2010-12-31	D
35216828	Poisoning by peripheral vasodilators, accidental (unintentional), initial encounter	Condition	ICD10CM	7-char billing code		T46.7x1A	2007-01-01	2010-12-31	D
35220330	Unspecified car occupant injured in collision with sport utility vehicle in traffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V43.91xA	2007-01-01	2010-12-31	D
35218635	Adult physical abuse, confirmed, subsequent encounter	Condition	ICD10CM	7-char billing code		T74.11xD	2007-01-01	2010-12-31	D
35216981	Poisoning by antidiarrheal drugs, undetermined, initial encounter	Condition	ICD10CM	7-char billing code		T47.6x4A	2007-01-01	2010-12-31	D
35217801	Toxic effect of corrosive alkalis and alkali-like substances, intentional self-harm, subsequent encounter	Condition	ICD10CM	7-char billing code		T54.3x2D	2007-01-01	2010-12-31	D
35215548	Underdosing of antimalarials and drugs acting on other blood protozoa, subsequent encounter	Condition	ICD10CM	7-char billing code		T37.2x6D	2007-01-01	2010-12-31	D
35222384	Other water transport accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V94.89xD	2007-01-01	2010-12-31	D
35217712	Toxic effect of dichloromethane, undetermined, sequela	Condition	ICD10CM	7-char billing code		T53.4x4S	2007-01-01	2010-12-31	D
35220896	Person on outside of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela	Condition	ICD10CM	7-char billing code		V62.2xxS	2007-01-01	2010-12-31	D
35219306	Pedestrian on roller-skates injured in collision with railway train or railway vehicle in traffic accident, sequela	Condition	ICD10CM	7-char billing code		V05.11xS	2007-01-01	2010-12-31	D
35210141	Preterm labor second trimester with preterm delivery second trimester, fetus 3	Condition	ICD10CM	7-char billing code		O60.12x3	2007-01-01	2010-12-31	D
35212647	Fracture of body of sternum, subsequent encounter for fracture with routine healing	Condition	ICD10CM	7-char billing code		S22.22xD	2007-01-01	2010-12-31	D
35220403	Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V46.2xxD	2007-01-01	2010-12-31	D
35215832	Adverse effect of antirheumatics, not elsewhere classified, initial encounter	Condition	ICD10CM	7-char billing code		T39.4x5A	2007-01-01	2010-12-31	D
35213845	Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with malunion	Condition	ICD10CM	7-char billing code		S72.23xP	2007-01-01	2010-12-31	D
35218931	Other mechanical complication of graft of urinary organ, initial encounter	Condition	ICD10CM	7-char billing code		T83.29xA	2007-01-01	2010-12-31	D
35213374	Injury of median nerve at upper arm level, left arm, initial encounter	Condition	ICD10CM	7-char billing code		S44.12xA	2007-01-01	2010-12-31	D
35219192	Pedestrian with other conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela	Condition	ICD10CM	7-char billing code		V02.09xS	2007-01-01	2010-12-31	D
35216510	Poisoning by alpha-adrenoreceptor antagonists, assault, initial encounter	Condition	ICD10CM	7-char billing code		T44.6x3A	2007-01-01	2010-12-31	D
35214654	Burn of unspecified degree of neck, sequela	Condition	ICD10CM	7-char billing code		T20.07xS	2007-01-01	2010-12-31	D
35212884	Other specified injuries of thorax, sequela	Condition	ICD10CM	7-char billing code		S29.8xxS	2007-01-01	2010-12-31	D
35223448	Contact with nonvenomous frogs, sequela	Condition	ICD10CM	7-char billing code		W62.0xxS	2007-01-01	2010-12-31	D
920231	Accidental malfunction of shotgun, initial encounter	Condition	ICD10CM	7-char billing code		W33.11xA	2010-01-01	2010-12-31	D
35218622	Other effects of deprivation, initial encounter	Condition	ICD10CM	7-char billing code		T73.8xxA	2007-01-01	2010-12-31	D
35217819	Toxic effect of unspecified corrosive substance, undetermined, subsequent encounter	Condition	ICD10CM	7-char billing code		T54.94xD	2007-01-01	2010-12-31	D
35217996	Toxic effect of manganese and its compounds, assault, subsequent encounter	Condition	ICD10CM	7-char billing code		T57.2x3D	2007-01-01	2010-12-31	D
35218181	Toxic effect of carbon dioxide, accidental (unintentional), initial encounter	Condition	ICD10CM	7-char billing code		T59.7x1A	2007-01-01	2010-12-31	D
35215995	Adverse effect of cannabis (derivatives), subsequent encounter	Condition	ICD10CM	7-char billing code		T40.7x5D	2007-01-01	2010-12-31	D
35215316	Poisoning by penicillins, accidental (unintentional), initial encounter	Condition	ICD10CM	7-char billing code		T36.0x1A	2007-01-01	2010-12-31	D
35224051	Assault by hot household appliances, sequela	Condition	ICD10CM	7-char billing code		X98.3xxS	2007-01-01	2010-12-31	D
35223146	Crushed, pushed or stepped on by crowd or human stampede, initial encounter	Condition	ICD10CM	7-char billing code		W52.xxxA	2007-01-01	2010-12-31	D
35223196	Struck by horse, sequela	Condition	ICD10CM	7-char billing code		W55.12xS	2007-01-01	2010-12-31	D
35223356	Other contact with turtle, initial encounter	Condition	ICD10CM	7-char billing code		W59.29xA	2007-01-01	2010-12-31	D
35214347	Sprain of other sites of unspecified knee, initial encounter	Condition	ICD10CM	7-char billing code		S83.8x9A	2007-01-01	2010-12-31	D
35212002	Avulsion of left eye, sequela	Condition	ICD10CM	7-char billing code		S05.72xS	2007-01-01	2010-12-31	D
35216057	Poisoning by local anesthetics, intentional self-harm, initial encounter	Condition	ICD10CM	7-char billing code		T41.3x2A	2007-01-01	2010-12-31	D
35214336	Sprain of the superior tibiofibular joint and ligament, right knee, subsequent encounter	Condition	ICD10CM	7-char billing code		S83.61xD	2007-01-01	2010-12-31	D
35211838	Unspecified fracture of facial bones, initial encounter for closed fracture	Condition	ICD10CM	7-char billing code		S02.92xA	2007-01-01	2010-12-31	D
35221519	Occupant of streetcar injured by fall from streetcar, initial encounter	Condition	ICD10CM	7-char billing code		V82.6xxA	2007-01-01	2010-12-31	D
35209053	Stress fracture, unspecified site, subsequent encounter for fracture with malunion	Condition	ICD10CM	7-char billing code		M84.30xP	2007-01-01	2010-12-31	D
35213062	Traumatic rupture of symphysis pubis, initial encounter	Condition	ICD10CM	7-char billing code		S33.4xxA	2007-01-01	2010-12-31	D
35222459	Forced landing of commercial fixed-wing aircraft injuring occupant, subsequent encounter	Condition	ICD10CM	7-char billing code		V95.32xD	2007-01-01	2010-12-31	D
35218212	Toxic effect of organophosphate and carbamate insecticides, assault, subsequent encounter	Condition	ICD10CM	7-char billing code		T60.0x3D	2007-01-01	2010-12-31	D
35221390	Driver of bus injured in collision with unspecified motor vehicles in traffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V79.40xA	2007-01-01	2010-12-31	D
35218554	Heat edema, subsequent encounter	Condition	ICD10CM	7-char billing code		T67.7xxD	2007-01-01	2010-12-31	D
35216761	Poisoning by coronary vasodilators, intentional self-harm, sequela	Condition	ICD10CM	7-char billing code		T46.3x2S	2007-01-01	2010-12-31	D
35222050	Hit or struck by falling object due to accident to passenger ship, initial encounter	Condition	ICD10CM	7-char billing code		V91.31xA	2007-01-01	2010-12-31	D
35212980	Puncture wound with foreign body of vagina and vulva, sequela	Condition	ICD10CM	7-char billing code		S31.44xS	2007-01-01	2010-12-31	D
35217503	Toxic effect of ethanol, assault, initial encounter	Condition	ICD10CM	7-char billing code		T51.0x3A	2007-01-01	2010-12-31	D
35215271	Frostbite with tissue necrosis of other part of head, initial encounter	Condition	ICD10CM	7-char billing code		T34.09xA	2007-01-01	2010-12-31	D
35213542	Traumatic rupture of left ulnar collateral ligament, sequela	Condition	ICD10CM	7-char billing code		S53.32xS	2007-01-01	2010-12-31	D
35210242	Obstructed labor due to other malposition and malpresentation, fetus 5	Condition	ICD10CM	7-char billing code		O64.8xx5	2007-01-01	2010-12-31	D
35223382	Other contact with parrot, sequela	Condition	ICD10CM	7-char billing code		W61.09xS	2007-01-01	2010-12-31	D
35211626	Superficial foreign body of unspecified part of head, subsequent encounter	Condition	ICD10CM	7-char billing code		S00.95xD	2007-01-01	2010-12-31	D
35217835	Toxic effect of detergents, accidental (unintentional), sequela	Condition	ICD10CM	7-char billing code		T55.1x1S	2007-01-01	2010-12-31	D
35216335	Poisoning by butyrophenone and thiothixene neuroleptics, undetermined, sequela	Condition	ICD10CM	7-char billing code		T43.4x4S	2007-01-01	2010-12-31	D
35221942	Drowning and submersion due to other accident to fishing boat, initial encounter	Condition	ICD10CM	7-char billing code		V90.82xA	2007-01-01	2010-12-31	D
35221311	Person on outside of bus injured in collision with other nonmotor vehicle in traffic accident, sequela	Condition	ICD10CM	7-char billing code		V76.7xxS	2007-01-01	2010-12-31	D
35210227	Obstructed labor due to shoulder presentation, fetus 4	Condition	ICD10CM	7-char billing code		O64.4xx4	2007-01-01	2010-12-31	D
35218347	Toxic effect of ingested mushrooms, undetermined, subsequent encounter	Condition	ICD10CM	7-char billing code		T62.0x4D	2007-01-01	2010-12-31	D
35211968	Penetrating wound of orbit with or without foreign body, unspecified eye, subsequent encounter	Condition	ICD10CM	7-char billing code		S05.40xD	2007-01-01	2010-12-31	D
35223096	Paper entering through skin, subsequent encounter	Condition	ICD10CM	7-char billing code		W45.1xxD	2007-01-01	2010-12-31	D
35223059	Explosion of bicycle tire, initial encounter	Condition	ICD10CM	7-char billing code		W37.0xxA	2007-01-01	2010-12-31	D
35219279	Pedestrian on foot injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, sequela	Condition	ICD10CM	7-char billing code		V04.90xS	2007-01-01	2010-12-31	D
35209821	Maternal care for (suspected) central nervous system malformation in fetus, fetus 1	Condition	ICD10CM	7-char billing code		O35.0xx1	2007-01-01	2010-12-31	D
35214577	Foreign body in right ear, initial encounter	Condition	ICD10CM	7-char billing code		T16.1xxA	2007-01-01	2010-12-31	D
35217818	Toxic effect of unspecified corrosive substance, undetermined, initial encounter	Condition	ICD10CM	7-char billing code		T54.94xA	2007-01-01	2010-12-31	D
35212926	Unspecified superficial injury of unspecified external genital organs, female, sequela	Condition	ICD10CM	7-char billing code		S30.97xS	2007-01-01	2010-12-31	D
920284	Military operations, unspecified, sequela	Condition	ICD10CM	7-char billing code		Y37.90xS	2010-01-01	2010-12-31	D
920193	Other complications following infusion, transfusion and therapeutic injection, subsequent encounter	Condition	ICD10CM	7-char billing code		T80.89xD	2010-01-01	2010-12-31	D
35217994	Toxic effect of manganese and its compounds, intentional self-harm, sequela	Condition	ICD10CM	7-char billing code		T57.2x2S	2007-01-01	2010-12-31	D
35223970	Assault by drowning and submersion while in swimming pool, sequela	Condition	ICD10CM	7-char billing code		X92.1xxS	2007-01-01	2010-12-31	D
35223158	Other contact with rat, initial encounter	Condition	ICD10CM	7-char billing code		W53.19xA	2007-01-01	2010-12-31	D
35220929	Person boarding or alighting a heavy transport vehicle injured in collision with car, pick-up truck or van, sequela	Condition	ICD10CM	7-char billing code		V63.4xxS	2007-01-01	2010-12-31	D
35220106	Driver of three-wheeled motor vehicle injured in collision with unspecified motor vehicles in nontraffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V39.00xD	2007-01-01	2010-12-31	D
35223176	Struck by dog, initial encounter	Condition	ICD10CM	7-char billing code		W54.1xxA	2007-01-01	2010-12-31	D
35219925	Unspecified occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V32.3xxA	2007-01-01	2010-12-31	D
35209943	Maternal care for excessive fetal growth, second trimester, fetus 4	Condition	ICD10CM	7-char billing code		O36.62x4	2007-01-01	2010-12-31	D
35215700	Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, assault, initial encounter	Condition	ICD10CM	7-char billing code		T38.3x3A	2007-01-01	2010-12-31	D
35216126	Poisoning by iminostilbenes, accidental (unintentional), initial encounter	Condition	ICD10CM	7-char billing code		T42.1x1A	2007-01-01	2010-12-31	D
35215006	Corrosion of second degree of male genital region, initial encounter	Condition	ICD10CM	7-char billing code		T21.66xA	2007-01-01	2010-12-31	D
35218498	Toxic effect of nitroglycerin and other nitric acids and esters, intentional self-harm, sequela	Condition	ICD10CM	7-char billing code		T65.5x2S	2007-01-01	2010-12-31	D
35219799	Unspecified motorcycle rider injured in noncollision transport accident in nontraffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V28.2xxA	2007-01-01	2010-12-31	D
35220356	Person boarding or alighting a car injured in collision with heavy transport vehicle or bus, sequela	Condition	ICD10CM	7-char billing code		V44.4xxS	2007-01-01	2010-12-31	D
35215181	Burn of mouth and pharynx, subsequent encounter	Condition	ICD10CM	7-char billing code		T28.0xxD	2007-01-01	2010-12-31	D
35218489	Toxic effect of carbon disulfide, assault, sequela	Condition	ICD10CM	7-char billing code		T65.4x3S	2007-01-01	2010-12-31	D
35224140	Other drowning and submersion, undetermined intent, initial encounter	Condition	ICD10CM	7-char billing code		Y21.8xxA	2007-01-01	2010-12-31	D
35215752	Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, intentional self-harm, subsequent encounter	Condition	ICD10CM	7-char billing code		T38.6x2D	2007-01-01	2010-12-31	D
35224095	Assault by unarmed brawl or fight, subsequent encounter	Condition	ICD10CM	7-char billing code		Y04.0xxD	2007-01-01	2010-12-31	D
35217968	Toxic effect of arsenic and its compounds, intentional self-harm, initial encounter	Condition	ICD10CM	7-char billing code		T57.0x2A	2007-01-01	2010-12-31	D
35220465	Unspecified occupant of other type car injured in collision with fixed or stationary object in traffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V47.92xA	2007-01-01	2010-12-31	D
35215710	Underdosing of insulin and oral hypoglycemic [antidiabetic] drugs, subsequent encounter	Condition	ICD10CM	7-char billing code		T38.3x6D	2007-01-01	2010-12-31	D
35220578	Person on outside of pick-up truck or van injured in collision with pedal cycle in nontraffic accident, sequela	Condition	ICD10CM	7-char billing code		V51.2xxS	2007-01-01	2010-12-31	D
35212460	Type III traumatic spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture	Condition	ICD10CM	7-char billing code		S12.34xB	2007-01-01	2010-12-31	D
35218577	Sinus barotrauma, initial encounter	Condition	ICD10CM	7-char billing code		T70.1xxA	2007-01-01	2010-12-31	D
35221370	Driver of bus injured in collision with unspecified motor vehicles in nontraffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V79.00xD	2007-01-01	2010-12-31	D
35211691	Laceration without foreign body of unspecified part of head, initial encounter	Condition	ICD10CM	7-char billing code		S01.91xA	2007-01-01	2010-12-31	D
35220899	Unspecified occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela	Condition	ICD10CM	7-char billing code		V62.3xxS	2007-01-01	2010-12-31	D
35222747	Other fall from one level to another, initial encounter	Condition	ICD10CM	7-char billing code		W17.89xA	2007-01-01	2010-12-31	D
35221111	Unspecified occupant of heavy transport vehicle injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V69.60xD	2007-01-01	2010-12-31	D
35216650	Poisoning by anticoagulant antagonists, vitamin K and other coagulants, accidental (unintentional), sequela	Condition	ICD10CM	7-char billing code		T45.7x1S	2007-01-01	2010-12-31	D
35222490	Spacecraft explosion injuring occupant, sequela	Condition	ICD10CM	7-char billing code		V95.45xS	2007-01-01	2010-12-31	D
35209713	Other complications specific to multiple gestation, first trimester, fetus 5	Condition	ICD10CM	7-char billing code		O31.8x15	2007-01-01	2010-12-31	D
35220750	Passenger in pick-up truck or van injured in collision with fixed or stationary object in traffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V57.6xxA	2007-01-01	2010-12-31	D
35213245	Contusion of uterus, initial encounter	Condition	ICD10CM	7-char billing code		S37.62xA	2007-01-01	2010-12-31	D
35221107	Passenger in heavy transport vehicle injured in collision with other motor vehicles in traffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V69.59xA	2007-01-01	2010-12-31	D
35220742	Unspecified occupant of pick-up truck or van injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V57.3xxD	2007-01-01	2010-12-31	D
35222798	Struck by falling object in cave-in, initial encounter	Condition	ICD10CM	7-char billing code		W20.0xxA	2007-01-01	2010-12-31	D
35221130	Passenger on bus injured in collision with pedestrian or animal in nontraffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V70.1xxD	2007-01-01	2010-12-31	D
35215001	Corrosion of second degree of lower back, subsequent encounter	Condition	ICD10CM	7-char billing code		T21.64xD	2007-01-01	2010-12-31	D
35211709	Fracture of vault of skull, subsequent encounter for fracture with delayed healing	Condition	ICD10CM	7-char billing code		S02.0xxG	2007-01-01	2010-12-31	D
35219200	Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V02.12xD	2007-01-01	2010-12-31	D
35210170	Term delivery with preterm labor, second trimester, fetus 4	Condition	ICD10CM	7-char billing code		O60.22x4	2007-01-01	2010-12-31	D
35209727	Other complications specific to multiple gestation, third trimester, fetus 5	Condition	ICD10CM	7-char billing code		O31.8x35	2007-01-01	2010-12-31	D
35216988	Underdosing of antidiarrheal drugs, subsequent encounter	Condition	ICD10CM	7-char billing code		T47.6x6D	2007-01-01	2010-12-31	D
35213589	Injury of unspecified nerve at forearm level, unspecified arm, subsequent encounter	Condition	ICD10CM	7-char billing code		S54.90xD	2007-01-01	2010-12-31	D
35219705	Motorcycle passenger injured in collision with car, pick-up truck or van in traffic accident, sequela	Condition	ICD10CM	7-char billing code		V23.5xxS	2007-01-01	2010-12-31	D
35215131	Corrosion with resulting rupture and destruction of eyeball, unspecified side, sequela	Condition	ICD10CM	7-char billing code		T26.70xS	2007-01-01	2010-12-31	D
35214588	Foreign body in nasal sinus, sequela	Condition	ICD10CM	7-char billing code		T17.0xxS	2007-01-01	2010-12-31	D
35213146	Unspecified injury of unspecified blood vessel at abdomen, lower back and pelvis level, initial encounter	Condition	ICD10CM	7-char billing code		S35.90xA	2007-01-01	2010-12-31	D
35220382	Person boarding or alighting a car injured in collision with railway train or railway vehicle, subsequent encounter	Condition	ICD10CM	7-char billing code		V45.4xxD	2007-01-01	2010-12-31	D
35209817	Maternal care for disproportion due to other fetal deformities, other fetus	Condition	ICD10CM	7-char billing code		O33.7xx9	2007-01-01	2010-12-31	D
35222977	Contact with other specified agricultural machinery, sequela	Condition	ICD10CM	7-char billing code		W30.89xS	2007-01-01	2010-12-31	D
35221909	Drowning and submersion due to falling or jumping from crushed passenger ship, initial encounter	Condition	ICD10CM	7-char billing code		V90.31xA	2007-01-01	2010-12-31	D
35215847	Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, undetermined, initial encounter	Condition	ICD10CM	7-char billing code		T39.8x4A	2007-01-01	2010-12-31	D
35222671	Fall (on)(from) sidewalk curb, sequela	Condition	ICD10CM	7-char billing code		W10.1xxS	2007-01-01	2010-12-31	D
35222663	Fall on or from other playground equipment, initial encounter	Condition	ICD10CM	7-char billing code		W09.8xxA	2007-01-01	2010-12-31	D
35220285	Person boarding or alighting a car injured in collision with other type car, initial encounter	Condition	ICD10CM	7-char billing code		V43.42xA	2007-01-01	2010-12-31	D
35213120	Unspecified injury of inferior vena cava, subsequent encounter	Condition	ICD10CM	7-char billing code		S35.10xD	2007-01-01	2010-12-31	D
35221547	Driver of special industrial vehicle injured in nontraffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V83.5xxD	2007-01-01	2010-12-31	D
35213341	Sprain of other parts of shoulder girdle, unspecified side, initial encounter	Condition	ICD10CM	7-char billing code		S43.80xA	2007-01-01	2010-12-31	D
35220027	Passenger in three-wheeled motor vehicle injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V36.1xxA	2007-01-01	2010-12-31	D
35222645	Fall from bed, initial encounter	Condition	ICD10CM	7-char billing code		W06.xxxA	2007-01-01	2010-12-31	D
35222332	Other injury due to other accident on board passenger ship, initial encounter	Condition	ICD10CM	7-char billing code		V93.81xA	2007-01-01	2010-12-31	D
35220857	Person on outside of heavy transport vehicle injured in collision with pedestrian or animal in traffic accident, sequela	Condition	ICD10CM	7-char billing code		V60.7xxS	2007-01-01	2010-12-31	D
35222388	Unspecified water transport accident, sequela	Condition	ICD10CM	7-char billing code		V94.9xxS	2007-01-01	2010-12-31	D
35219209	Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V02.91xD	2007-01-01	2010-12-31	D
35220758	Unspecified occupant of pick-up truck or van injured in collision with fixed or stationary object in traffic accident, sequela	Condition	ICD10CM	7-char billing code		V57.9xxS	2007-01-01	2010-12-31	D
35220734	Driver of pick-up truck or van injured in collision with fixed or stationary object in nontraffic accident, sequela	Condition	ICD10CM	7-char billing code		V57.0xxS	2007-01-01	2010-12-31	D
35215264	Superficial frostbite of unspecified sites, sequela	Condition	ICD10CM	7-char billing code		T33.90xS	2007-01-01	2010-12-31	D
35216617	Poisoning by enzymes, intentional self-harm, sequela	Condition	ICD10CM	7-char billing code		T45.3x2S	2007-01-01	2010-12-31	D
35212172	Traumatic subarachnoid hemorrhage without loss of consciousness, subsequent encounter	Condition	ICD10CM	7-char billing code		S06.6x0D	2007-01-01	2010-12-31	D
35212287	Unspecified injury of face, sequela	Condition	ICD10CM	7-char billing code		S09.93xS	2007-01-01	2010-12-31	D
35221678	Person injured while boarding or alighting from dune buggy, initial encounter	Condition	ICD10CM	7-char billing code		V86.43xA	2007-01-01	2010-12-31	D
35213369	Injury of median nerve at upper arm level, unspecified arm, subsequent encounter	Condition	ICD10CM	7-char billing code		S44.10xD	2007-01-01	2010-12-31	D
35221617	Driver of snowmobile injured in traffic accident, sequela	Condition	ICD10CM	7-char billing code		V86.02xS	2007-01-01	2010-12-31	D
35215537	Poisoning by antimalarials and drugs acting on other blood protozoa, intentional self-harm, sequela	Condition	ICD10CM	7-char billing code		T37.2x2S	2007-01-01	2010-12-31	D
